payment_id,order_id,payment_method,payment_date,amount
56446,56446,PayPal,2022-11-11,1859.91
56447,56447,Debit Card,2022-08-06,431.74
56448,56448,Credit Card,2024-05-04,844.64
56449,56449,Bank Transfer,2023-11-17,128.15
56450,56450,PayPal,2023-04-04,1000.44
56451,56451,Bank Transfer,2024-07-22,2128.11
56452,56452,Debit Card,2024-02-03,198.77
56453,56453,Mobile Money,2024-04-04,169.06
56454,56454,Mobile Money,2024-08-28,1214.58
56455,56455,Mobile Money,2023-05-25,439.74
56456,56456,PayPal,2023-11-14,1329.58
56457,56457,Credit Card,2022-07-09,676.18
56458,56458,Mobile Money,2022-12-26,241.29
56459,56459,Debit Card,2024-09-05,2247.87
56460,56460,Mobile Money,2023-02-01,301.13
56461,56461,Credit Card,2023-04-01,1342.53
56462,56462,Credit Card,2023-12-02,998.37
56463,56463,Bank Transfer,2023-09-12,2021.73
56464,56464,Credit Card,2023-05-12,150.11
56465,56465,Mobile Money,2022-10-28,270.69
56466,56466,PayPal,2022-06-25,652.66
56467,56467,Mobile Money,2023-08-02,1453.41
56468,56468,Mobile Money,2022-06-16,604.68
56469,56469,Debit Card,2024-02-24,217.63
56470,56470,Mobile Money,2023-03-20,959.5
56471,56471,Credit Card,2024-08-23,1742.26
56472,56472,Bank Transfer,2022-10-20,644.04
56473,56473,Mobile Money,2022-09-01,104.16
56474,56474,Bank Transfer,2024-01-11,492.97
56475,56475,Debit Card,2024-03-05,786.73
56476,56476,Mobile Money,2022-07-28,289.46
56477,56477,Credit Card,2024-05-25,2200.44
56478,56478,Credit Card,2022-12-03,306.7
56479,56479,PayPal,2024-08-18,1030.05
56480,56480,PayPal,2024-03-19,89.43
56481,56481,Mobile Money,2023-09-18,2034.98
56482,56482,Mobile Money,2023-04-12,925.18
56483,56483,Credit Card,2023-06-23,581.66
56484,56484,Mobile Money,2024-03-19,354.52
56485,56485,Credit Card,2024-04-08,466.02
56486,56486,Bank Transfer,2024-08-26,956.59
56487,56487,Credit Card,2023-10-14,144.52
56488,56488,Bank Transfer,2023-12-07,210.97
56489,56489,Mobile Money,2023-03-04,1281.07
56490,56490,Credit Card,2024-05-20,1351.42
56491,56491,Bank Transfer,2022-08-07,147.36
56492,56492,Credit Card,2024-07-21,2263.81
56493,56493,Credit Card,2024-03-21,113.07
56494,56494,Mobile Money,2022-07-20,1467.58
56495,56495,Debit Card,2024-08-27,447.59
56496,56496,Mobile Money,2023-08-22,1078.79
56497,56497,Bank Transfer,2023-07-14,420.43
56498,56498,Credit Card,2024-08-23,141.4
56499,56499,Mobile Money,2023-10-24,733.59
56500,56500,Mobile Money,2023-06-28,302.54
56501,56501,Bank Transfer,2024-09-10,580.89
56502,56502,Mobile Money,2023-05-15,587.0
56503,56503,Debit Card,2023-07-31,555.37
56504,56504,Mobile Money,2023-05-06,1399.7
56505,56505,Credit Card,2022-08-06,753.26
56506,56506,Mobile Money,2023-09-21,1926.38
56507,56507,Credit Card,2023-10-11,1028.54
56508,56508,Debit Card,2022-10-25,1538.04
56509,56509,Bank Transfer,2023-02-08,1110.27
56510,56510,Bank Transfer,2024-09-13,366.56
56511,56511,Bank Transfer,2023-09-20,146.49
56512,56512,Bank Transfer,2023-12-09,162.18
56513,56513,Mobile Money,2023-01-09,54.77
56514,56514,Credit Card,2023-11-06,1014.6
56515,56515,Debit Card,2024-04-20,445.17
56516,56516,Mobile Money,2023-01-16,940.56
56517,56517,PayPal,2024-07-17,1018.93
56518,56518,Debit Card,2022-10-10,1924.85
56519,56519,PayPal,2022-08-09,974.26
56520,56520,Credit Card,2024-08-25,1025.12
56521,56521,Credit Card,2024-01-20,2550.67
56522,56522,Mobile Money,2023-01-29,2003.86
56523,56523,Bank Transfer,2023-08-20,289.11
56524,56524,Credit Card,2023-04-08,685.1
56525,56525,Debit Card,2023-10-06,1473.4
56526,56526,Debit Card,2022-07-13,222.04
56527,56527,Mobile Money,2023-11-06,1259.87
56528,56528,Bank Transfer,2023-01-20,104.12
56529,56529,Debit Card,2023-02-16,402.65
56530,56530,PayPal,2024-05-31,700.43
56531,56531,Mobile Money,2024-08-02,100.38
56532,56532,Mobile Money,2023-06-27,1014.87
56533,56533,Mobile Money,2024-04-05,652.63
56534,56534,Debit Card,2024-04-22,1546.34
56535,56535,Mobile Money,2022-12-26,170.35
56536,56536,Credit Card,2024-03-26,868.23
56537,56537,Bank Transfer,2023-02-24,644.09
56538,56538,PayPal,2024-03-11,322.5
56539,56539,Debit Card,2023-03-27,504.56
56540,56540,PayPal,2024-09-02,174.78
56541,56541,Credit Card,2023-12-18,236.73
56542,56542,Credit Card,2024-03-26,178.47
56543,56543,PayPal,2022-10-27,705.58
56544,56544,Mobile Money,2022-07-22,100.3
56545,56545,Credit Card,2023-09-13,303.6
56546,56546,Debit Card,2022-07-04,831.28
56547,56547,Bank Transfer,2022-10-15,43.87
56548,56548,Credit Card,2023-09-26,18.03
56549,56549,Debit Card,2024-05-16,1877.36
56550,56550,Debit Card,2024-02-10,72.15
56551,56551,Mobile Money,2022-09-27,251.78
56552,56552,Credit Card,2023-04-29,1403.4
56553,56553,PayPal,2024-05-13,2310.54
56554,56554,Mobile Money,2023-12-26,853.08
56555,56555,Debit Card,2024-08-03,991.38
56556,56556,Bank Transfer,2022-07-10,562.58
56557,56557,PayPal,2023-07-16,1654.81
56558,56558,Credit Card,2023-04-04,607.51
56559,56559,PayPal,2024-05-02,300.28
56560,56560,Credit Card,2022-06-10,1249.03
56561,56561,Mobile Money,2024-07-23,228.95
56562,56562,Bank Transfer,2024-01-22,102.07
56563,56563,PayPal,2024-04-08,769.3
56564,56564,Mobile Money,2022-07-24,1957.47
56565,56565,Bank Transfer,2022-07-13,798.39
56566,56566,PayPal,2022-09-05,7.23
56567,56567,Mobile Money,2023-04-12,120.3
56568,56568,Debit Card,2024-07-07,476.09
56569,56569,Debit Card,2022-11-19,1635.24
56570,56570,Credit Card,2023-04-11,1408.98
56571,56571,Mobile Money,2024-02-19,959.55
56572,56572,Credit Card,2023-09-01,125.71
56573,56573,Credit Card,2023-05-25,2094.75
56574,56574,Credit Card,2023-11-07,29.72
56575,56575,Mobile Money,2022-09-05,78.26
56576,56576,Credit Card,2023-07-07,934.94
56577,56577,PayPal,2024-05-02,253.49
56578,56578,Debit Card,2023-04-02,394.59
56579,56579,Credit Card,2023-06-15,2027.27
56580,56580,Credit Card,2022-10-01,959.38
56581,56581,Debit Card,2023-09-02,139.1
56582,56582,PayPal,2024-03-30,98.27
56583,56583,Mobile Money,2024-08-13,821.13
56584,56584,Debit Card,2023-04-07,1750.27
56585,56585,Mobile Money,2022-10-12,261.84
56586,56586,Debit Card,2022-08-17,429.55
56587,56587,Mobile Money,2022-10-29,483.44
56588,56588,Mobile Money,2023-08-07,531.6
56589,56589,Bank Transfer,2023-07-12,271.14
56590,56590,Bank Transfer,2024-07-06,1886.64
56591,56591,Bank Transfer,2024-03-14,1982.73
56592,56592,Mobile Money,2023-04-12,618.48
56593,56593,Bank Transfer,2022-06-04,902.12
56594,56594,Mobile Money,2023-05-15,217.19
56595,56595,PayPal,2024-08-24,953.75
56596,56596,Bank Transfer,2024-03-02,352.33
56597,56597,Credit Card,2022-08-12,1594.92
56598,56598,Mobile Money,2023-06-14,1154.29
56599,56599,Mobile Money,2023-07-07,1754.34
56600,56600,PayPal,2022-06-13,699.35
56601,56601,PayPal,2023-10-27,140.73
56602,56602,Credit Card,2023-08-09,1320.05
56603,56603,Debit Card,2023-10-06,877.27
56604,56604,Mobile Money,2023-03-15,734.67
56605,56605,Credit Card,2024-04-28,655.26
56606,56606,Credit Card,2024-08-29,1928.76
56607,56607,Bank Transfer,2023-04-14,1195.19
56608,56608,Bank Transfer,2024-06-12,747.8
56609,56609,Bank Transfer,2024-04-17,1519.06
56610,56610,Mobile Money,2024-02-24,1325.38
56611,56611,Credit Card,2023-06-19,577.12
56612,56612,Bank Transfer,2023-06-10,338.92
56613,56613,Bank Transfer,2022-09-25,244.18
56614,56614,PayPal,2022-09-02,1759.91
56615,56615,Mobile Money,2024-08-11,217.7
56616,56616,Credit Card,2023-03-31,1062.46
56617,56617,PayPal,2022-11-08,188.2
56618,56618,Debit Card,2022-09-27,100.91
56619,56619,Credit Card,2024-09-01,44.59
56620,56620,Credit Card,2023-07-29,474.36
56621,56621,Debit Card,2022-10-02,95.23
56622,56622,Mobile Money,2022-09-26,475.28
56623,56623,PayPal,2023-12-02,106.12
56624,56624,Bank Transfer,2024-08-20,48.55
56625,56625,Mobile Money,2023-04-17,519.42
56626,56626,Debit Card,2022-10-27,1286.83
56627,56627,Mobile Money,2024-01-17,353.74
56628,56628,Credit Card,2022-08-17,2315.99
56629,56629,Debit Card,2024-01-14,573.81
56630,56630,PayPal,2022-11-02,831.11
56631,56631,Bank Transfer,2023-04-11,1469.79
56632,56632,Bank Transfer,2023-11-03,135.11
56633,56633,Credit Card,2024-07-04,384.11
56634,56634,Mobile Money,2022-09-10,1094.59
56635,56635,Credit Card,2022-10-23,1102.84
56636,56636,Mobile Money,2022-08-03,399.23
56637,56637,Bank Transfer,2024-05-07,147.58
56638,56638,Credit Card,2024-09-15,409.84
56639,56639,Debit Card,2023-07-31,228.79
56640,56640,Credit Card,2024-09-09,999.31
56641,56641,Debit Card,2022-11-29,431.52
56642,56642,Debit Card,2023-11-14,941.13
56643,56643,Credit Card,2024-02-24,727.67
56644,56644,Credit Card,2024-01-21,74.06
56645,56645,Mobile Money,2024-03-24,422.3
56646,56646,PayPal,2024-06-08,49.03
56647,56647,Bank Transfer,2023-11-02,1208.01
56648,56648,Bank Transfer,2022-07-30,226.78
56649,56649,Mobile Money,2024-06-23,285.57
56650,56650,PayPal,2023-10-07,2098.75
56651,56651,PayPal,2024-09-12,940.81
56652,56652,Bank Transfer,2023-11-18,131.76
56653,56653,Bank Transfer,2022-07-31,1325.48
56654,56654,PayPal,2022-10-19,288.32
56655,56655,Bank Transfer,2024-07-02,79.42
56656,56656,Credit Card,2022-09-02,1121.8
56657,56657,Bank Transfer,2023-04-06,294.89
56658,56658,PayPal,2023-11-28,797.6
56659,56659,Debit Card,2022-07-31,534.33
56660,56660,PayPal,2023-05-21,1660.84
56661,56661,Credit Card,2023-05-19,546.36
56662,56662,Debit Card,2024-08-08,17.89
56663,56663,Debit Card,2023-03-04,180.71
56664,56664,Bank Transfer,2024-02-25,331.41
56665,56665,PayPal,2022-10-26,175.9
56666,56666,Mobile Money,2024-01-30,763.04
56667,56667,PayPal,2023-03-26,904.2
56668,56668,PayPal,2023-01-20,2035.51
56669,56669,PayPal,2024-02-06,887.89
56670,56670,Bank Transfer,2024-07-26,247.05
56671,56671,Debit Card,2023-02-21,693.06
56672,56672,Credit Card,2022-06-17,479.57
56673,56673,Mobile Money,2023-12-25,2246.68
56674,56674,Bank Transfer,2023-12-27,471.86
56675,56675,Bank Transfer,2023-03-20,925.46
56676,56676,Bank Transfer,2022-07-20,333.61
56677,56677,Debit Card,2022-09-30,2262.68
56678,56678,Bank Transfer,2023-09-06,52.2
56679,56679,PayPal,2022-12-06,851.09
56680,56680,Debit Card,2022-09-23,100.25
56681,56681,PayPal,2022-08-29,65.61
56682,56682,Mobile Money,2022-12-01,585.55
56683,56683,PayPal,2023-10-11,217.53
56684,56684,Credit Card,2022-08-01,32.76
56685,56685,Mobile Money,2022-08-19,1401.29
56686,56686,Credit Card,2022-09-20,817.26
56687,56687,Bank Transfer,2023-07-28,1034.94
56688,56688,Credit Card,2022-12-03,1371.78
56689,56689,PayPal,2023-02-22,2491.31
56690,56690,Debit Card,2023-06-12,93.96
56691,56691,Debit Card,2022-11-18,178.4
56692,56692,PayPal,2022-06-22,1601.37
56693,56693,PayPal,2022-11-21,581.43
56694,56694,Credit Card,2024-03-26,300.46
56695,56695,Credit Card,2024-05-15,954.83
56696,56696,Credit Card,2023-05-10,268.72
56697,56697,PayPal,2023-11-28,1501.58
56698,56698,Bank Transfer,2022-07-23,362.05
56699,56699,Debit Card,2022-11-23,1328.28
56700,56700,Mobile Money,2023-04-23,1523.52
56701,56701,Debit Card,2023-09-03,482.64
56702,56702,Mobile Money,2022-06-29,1106.75
56703,56703,Debit Card,2022-11-11,906.34
56704,56704,Bank Transfer,2022-09-30,241.04
56705,56705,Bank Transfer,2023-06-13,1451.28
56706,56706,PayPal,2024-04-21,64.92
56707,56707,Credit Card,2023-06-15,235.71
56708,56708,PayPal,2022-11-06,216.12
56709,56709,Debit Card,2023-11-24,901.49
56710,56710,Credit Card,2023-07-12,1582.56
56711,56711,Debit Card,2023-07-18,1453.21
56712,56712,Mobile Money,2024-01-06,601.58
56713,56713,PayPal,2022-12-01,153.87
56714,56714,Mobile Money,2023-08-07,1390.29
56715,56715,Bank Transfer,2024-03-03,146.72
56716,56716,Mobile Money,2024-08-29,406.55
56717,56717,Credit Card,2024-04-28,657.5
56718,56718,PayPal,2024-06-11,166.59
56719,56719,Bank Transfer,2024-08-06,993.13
56720,56720,PayPal,2024-03-02,2582.84
56721,56721,Bank Transfer,2022-10-30,1905.91
56722,56722,Bank Transfer,2024-01-22,1136.46
56723,56723,Mobile Money,2023-02-10,419.75
56724,56724,Bank Transfer,2023-05-27,29.19
56725,56725,Debit Card,2024-04-26,1323.12
56726,56726,Credit Card,2023-05-08,636.31
56727,56727,Bank Transfer,2022-11-26,1074.09
56728,56728,Bank Transfer,2023-10-28,448.58
56729,56729,PayPal,2023-04-30,282.08
56730,56730,PayPal,2023-04-13,862.61
56731,56731,Credit Card,2023-06-25,869.69
56732,56732,Debit Card,2023-04-07,185.66
56733,56733,Debit Card,2024-06-24,573.65
56734,56734,PayPal,2022-07-30,519.52
56735,56735,Mobile Money,2024-03-24,36.46
56736,56736,PayPal,2024-01-15,383.5
56737,56737,Mobile Money,2024-09-08,37.56
56738,56738,Mobile Money,2023-09-08,510.37
56739,56739,Bank Transfer,2022-12-08,389.91
56740,56740,Bank Transfer,2022-07-19,1033.0
56741,56741,Mobile Money,2023-07-31,407.57
56742,56742,Bank Transfer,2024-04-21,262.88
56743,56743,Debit Card,2023-04-29,157.3
56744,56744,Credit Card,2023-08-27,1657.55
56745,56745,PayPal,2024-07-15,374.59
56746,56746,Credit Card,2023-02-06,1467.41
56747,56747,Mobile Money,2023-08-10,449.69
56748,56748,PayPal,2023-06-06,1942.73
56749,56749,Debit Card,2022-10-28,357.96
56750,56750,PayPal,2023-02-19,1855.52
56751,56751,Mobile Money,2024-02-05,566.42
56752,56752,Bank Transfer,2022-09-04,945.1
56753,56753,Mobile Money,2023-02-15,138.46
56754,56754,Mobile Money,2023-06-01,1237.21
56755,56755,Credit Card,2023-02-17,1213.56
56756,56756,PayPal,2023-03-29,680.87
56757,56757,Bank Transfer,2023-05-25,901.83
56758,56758,Mobile Money,2024-01-13,764.85
56759,56759,Mobile Money,2022-12-31,1239.78
56760,56760,Credit Card,2023-06-16,1898.61
56761,56761,PayPal,2024-04-03,569.63
56762,56762,Mobile Money,2022-07-22,114.59
56763,56763,Credit Card,2024-07-22,835.69
56764,56764,PayPal,2023-07-24,1012.47
56765,56765,Credit Card,2024-03-05,365.51
56766,56766,Mobile Money,2022-09-05,2567.98
56767,56767,PayPal,2022-08-01,219.57
56768,56768,Credit Card,2024-01-04,872.12
56769,56769,Debit Card,2023-03-07,523.82
56770,56770,PayPal,2024-09-03,1750.12
56771,56771,PayPal,2022-10-12,86.89
56772,56772,Debit Card,2024-01-31,619.14
56773,56773,Credit Card,2023-12-18,594.34
56774,56774,Debit Card,2022-08-03,1813.48
56775,56775,Debit Card,2024-05-11,482.83
56776,56776,Bank Transfer,2024-02-05,1078.92
56777,56777,Credit Card,2022-09-21,661.94
56778,56778,Debit Card,2023-03-25,1647.34
56779,56779,Bank Transfer,2023-01-14,442.23
56780,56780,Debit Card,2023-02-23,1059.67
56781,56781,Mobile Money,2024-07-10,1429.0
56782,56782,Debit Card,2024-04-11,865.03
56783,56783,Mobile Money,2024-03-17,1686.3
56784,56784,Bank Transfer,2024-06-15,541.43
56785,56785,PayPal,2024-09-09,1854.27
56786,56786,PayPal,2024-03-31,1241.98
56787,56787,PayPal,2022-12-22,560.59
56788,56788,PayPal,2024-03-26,1389.85
56789,56789,Mobile Money,2023-10-21,530.57
56790,56790,Mobile Money,2024-01-25,1063.17
56791,56791,PayPal,2024-05-07,30.07
56792,56792,Credit Card,2022-07-26,393.51
56793,56793,Mobile Money,2023-08-08,383.38
56794,56794,PayPal,2023-12-05,144.56
56795,56795,PayPal,2023-07-11,52.89
56796,56796,PayPal,2022-10-03,1425.39
56797,56797,Credit Card,2024-04-26,92.4
56798,56798,Bank Transfer,2024-08-31,301.64
56799,56799,Mobile Money,2024-01-18,838.42
56800,56800,Bank Transfer,2023-10-05,57.93
56801,56801,Bank Transfer,2023-06-07,1557.77
56802,56802,Bank Transfer,2022-09-18,1356.44
56803,56803,Debit Card,2023-03-12,186.72
56804,56804,PayPal,2022-10-26,799.52
56805,56805,Mobile Money,2024-04-14,334.97
56806,56806,Bank Transfer,2024-03-29,1826.67
56807,56807,Credit Card,2022-08-02,1917.9
56808,56808,Credit Card,2023-12-09,926.74
56809,56809,Credit Card,2023-02-03,13.69
56810,56810,Debit Card,2023-08-13,319.92
56811,56811,PayPal,2023-04-28,1584.58
56812,56812,PayPal,2023-09-01,205.94
56813,56813,Debit Card,2022-11-08,998.01
56814,56814,Bank Transfer,2023-07-15,727.01
56815,56815,PayPal,2023-07-29,485.56
56816,56816,Debit Card,2024-04-17,687.31
56817,56817,Mobile Money,2023-05-31,839.18
56818,56818,Debit Card,2023-09-29,1304.07
56819,56819,Mobile Money,2023-10-09,191.71
56820,56820,Debit Card,2022-11-21,207.21
56821,56821,Bank Transfer,2023-10-11,520.27
56822,56822,PayPal,2023-12-23,1129.13
56823,56823,Bank Transfer,2024-05-05,2269.36
56824,56824,PayPal,2024-05-23,1601.67
56825,56825,Debit Card,2024-01-11,812.95
56826,56826,Credit Card,2022-11-12,322.8
56827,56827,Mobile Money,2023-11-02,1299.13
56828,56828,Bank Transfer,2024-07-06,965.04
56829,56829,Debit Card,2023-10-18,331.01
56830,56830,Debit Card,2023-02-03,14.43
56831,56831,Bank Transfer,2024-04-06,1326.83
56832,56832,PayPal,2024-06-22,1901.61
56833,56833,PayPal,2023-11-01,300.21
56834,56834,Credit Card,2024-05-10,115.97
56835,56835,Bank Transfer,2022-08-29,1227.33
56836,56836,Bank Transfer,2023-04-19,964.06
56837,56837,PayPal,2023-12-27,1159.01
56838,56838,Bank Transfer,2024-09-03,386.97
56839,56839,Bank Transfer,2023-01-20,682.8
56840,56840,PayPal,2022-10-13,1021.82
56841,56841,Credit Card,2023-03-07,334.02
56842,56842,Bank Transfer,2022-07-28,1900.47
56843,56843,PayPal,2022-09-24,518.74
56844,56844,Mobile Money,2022-08-31,333.64
56845,56845,Mobile Money,2024-04-25,540.95
56846,56846,Debit Card,2023-12-16,113.77
56847,56847,Credit Card,2024-09-14,934.85
56848,56848,Debit Card,2023-02-22,32.25
56849,56849,Mobile Money,2024-09-08,668.46
56850,56850,Bank Transfer,2023-05-01,1759.29
56851,56851,Mobile Money,2022-06-11,1465.41
56852,56852,Mobile Money,2023-12-09,416.12
56853,56853,Credit Card,2023-06-17,1232.96
56854,56854,Credit Card,2022-09-30,103.21
56855,56855,Bank Transfer,2023-07-11,1627.88
56856,56856,Debit Card,2022-06-14,522.06
56857,56857,PayPal,2022-07-28,653.82
56858,56858,Bank Transfer,2023-08-15,1587.61
56859,56859,Credit Card,2023-04-12,1454.35
56860,56860,Mobile Money,2023-06-09,461.24
56861,56861,PayPal,2024-03-05,575.46
56862,56862,PayPal,2022-11-02,200.68
56863,56863,Mobile Money,2024-02-08,681.09
56864,56864,Debit Card,2023-09-10,1671.04
56865,56865,PayPal,2024-09-04,1077.86
56866,56866,Credit Card,2023-05-28,506.24
56867,56867,PayPal,2022-10-20,115.04
56868,56868,Debit Card,2024-08-07,1119.35
56869,56869,Debit Card,2023-09-18,721.46
56870,56870,PayPal,2022-09-02,470.0
56871,56871,Credit Card,2023-04-02,593.55
56872,56872,Debit Card,2023-09-11,1156.1
56873,56873,PayPal,2023-08-22,526.54
56874,56874,Debit Card,2023-11-23,1777.76
56875,56875,Bank Transfer,2022-09-17,694.45
56876,56876,Bank Transfer,2023-08-26,1871.67
56877,56877,Bank Transfer,2024-04-15,525.94
56878,56878,Credit Card,2023-08-18,179.69
56879,56879,Debit Card,2024-01-17,688.97
56880,56880,Bank Transfer,2022-12-13,1819.08
56881,56881,PayPal,2023-10-18,368.09
56882,56882,Debit Card,2023-04-25,336.29
56883,56883,PayPal,2023-12-07,1199.51
56884,56884,Debit Card,2024-05-13,1995.23
56885,56885,PayPal,2022-09-18,96.2
56886,56886,Debit Card,2022-12-29,159.83
56887,56887,Credit Card,2024-01-15,966.28
56888,56888,Debit Card,2023-09-23,8.98
56889,56889,Credit Card,2022-09-11,368.95
56890,56890,Bank Transfer,2022-10-02,144.93
56891,56891,Credit Card,2023-12-15,395.93
56892,56892,Debit Card,2022-11-25,140.95
56893,56893,Credit Card,2022-09-19,918.21
56894,56894,PayPal,2024-06-22,931.32
56895,56895,Bank Transfer,2024-07-05,1649.45
56896,56896,PayPal,2023-07-18,514.84
56897,56897,Bank Transfer,2022-07-08,313.33
56898,56898,Credit Card,2024-05-05,296.07
56899,56899,PayPal,2023-09-14,1195.99
56900,56900,Mobile Money,2024-08-20,911.7
56901,56901,PayPal,2022-12-14,482.2
56902,56902,Debit Card,2024-07-13,39.03
56903,56903,Credit Card,2023-06-16,2137.91
56904,56904,Mobile Money,2023-10-17,124.95
56905,56905,Debit Card,2022-11-26,1074.48
56906,56906,Mobile Money,2024-09-04,325.55
56907,56907,Debit Card,2022-07-02,442.09
56908,56908,Mobile Money,2023-12-07,723.63
56909,56909,Debit Card,2023-06-03,247.5
56910,56910,Bank Transfer,2023-12-29,218.24
56911,56911,Credit Card,2022-12-31,241.74
56912,56912,Mobile Money,2022-09-02,998.02
56913,56913,Debit Card,2024-04-09,591.55
56914,56914,Credit Card,2022-08-03,1562.54
56915,56915,Debit Card,2024-06-09,758.72
56916,56916,Credit Card,2022-08-16,868.85
56917,56917,Mobile Money,2022-07-04,1075.55
56918,56918,Mobile Money,2023-04-17,355.55
56919,56919,Credit Card,2022-06-18,2238.63
56920,56920,Bank Transfer,2024-04-26,214.38
56921,56921,Mobile Money,2022-08-02,406.59
56922,56922,Mobile Money,2022-08-17,405.3
56923,56923,PayPal,2023-07-09,475.4
56924,56924,Credit Card,2023-11-16,849.72
56925,56925,Credit Card,2022-06-10,781.34
56926,56926,Mobile Money,2022-07-09,1855.65
56927,56927,Debit Card,2024-08-07,657.67
56928,56928,Mobile Money,2023-06-11,392.71
56929,56929,Debit Card,2023-05-31,932.35
56930,56930,Credit Card,2022-12-07,828.91
56931,56931,Debit Card,2022-10-11,1832.17
56932,56932,Credit Card,2024-05-12,180.34
56933,56933,Credit Card,2023-10-09,178.57
56934,56934,Mobile Money,2024-02-06,243.77
56935,56935,Credit Card,2024-02-14,557.73
56936,56936,Credit Card,2024-06-04,881.83
56937,56937,Bank Transfer,2022-12-29,1601.27
56938,56938,Bank Transfer,2023-02-22,161.96
56939,56939,Credit Card,2024-06-03,1036.43
56940,56940,Mobile Money,2023-04-08,454.26
56941,56941,Debit Card,2022-11-04,225.42
56942,56942,PayPal,2023-11-20,1810.94
56943,56943,Bank Transfer,2023-05-09,1885.5
56944,56944,PayPal,2024-07-25,2198.93
56945,56945,Debit Card,2024-06-17,536.04
56946,56946,PayPal,2024-04-08,2447.28
56947,56947,Mobile Money,2024-06-21,870.31
56948,56948,Credit Card,2022-09-13,457.64
56949,56949,PayPal,2023-11-30,1882.87
56950,56950,Mobile Money,2023-11-02,1553.43
56951,56951,PayPal,2023-10-19,1318.33
56952,56952,Bank Transfer,2022-11-23,9.19
56953,56953,Credit Card,2023-04-30,452.61
56954,56954,Debit Card,2023-11-13,715.03
56955,56955,Credit Card,2023-08-20,126.19
56956,56956,Bank Transfer,2024-06-19,434.96
56957,56957,Credit Card,2023-05-31,630.36
56958,56958,Debit Card,2024-06-19,101.6
56959,56959,Mobile Money,2024-06-04,1119.77
56960,56960,Mobile Money,2024-08-30,1224.91
56961,56961,Bank Transfer,2022-11-22,135.67
56962,56962,Bank Transfer,2023-04-22,438.19
56963,56963,Debit Card,2022-09-26,1523.82
56964,56964,Mobile Money,2023-05-31,246.73
56965,56965,Mobile Money,2024-08-15,214.07
56966,56966,Mobile Money,2023-02-20,922.8
56967,56967,PayPal,2022-11-11,1810.36
56968,56968,PayPal,2023-06-06,658.08
56969,56969,PayPal,2022-10-30,262.19
56970,56970,PayPal,2024-06-20,586.51
56971,56971,Bank Transfer,2024-01-17,1165.26
56972,56972,Credit Card,2024-09-08,1532.0
56973,56973,Credit Card,2024-06-26,512.91
56974,56974,Bank Transfer,2022-11-14,686.23
56975,56975,Credit Card,2022-12-03,1354.25
56976,56976,Credit Card,2022-09-11,2225.94
56977,56977,Debit Card,2023-12-09,669.75
56978,56978,PayPal,2024-02-01,343.3
56979,56979,Bank Transfer,2022-09-25,874.47
56980,56980,Debit Card,2022-08-14,865.14
56981,56981,Debit Card,2024-06-30,720.3
56982,56982,PayPal,2022-11-20,1164.67
56983,56983,Bank Transfer,2023-11-01,1201.84
56984,56984,Mobile Money,2022-08-18,565.8
56985,56985,Debit Card,2024-05-15,47.05
56986,56986,Debit Card,2023-04-23,1021.72
56987,56987,Bank Transfer,2024-06-19,963.83
56988,56988,Mobile Money,2024-02-15,896.91
56989,56989,PayPal,2022-12-08,1209.46
56990,56990,Bank Transfer,2022-11-22,2038.63
56991,56991,PayPal,2022-08-04,502.05
56992,56992,PayPal,2023-06-22,459.34
56993,56993,PayPal,2023-11-07,1466.41
56994,56994,PayPal,2023-09-25,708.32
56995,56995,PayPal,2023-04-10,63.34
56996,56996,Mobile Money,2023-12-14,234.92
56997,56997,Mobile Money,2024-03-23,60.15
56998,56998,Mobile Money,2023-05-06,335.24
56999,56999,Credit Card,2022-06-15,294.46
57000,57000,PayPal,2022-07-30,372.91
57001,57001,Debit Card,2023-07-29,1469.66
57002,57002,Credit Card,2024-09-12,989.02
57003,57003,Debit Card,2023-01-28,1941.42
57004,57004,Debit Card,2022-08-21,1094.28
57005,57005,PayPal,2022-12-21,1908.59
57006,57006,PayPal,2023-06-04,1726.2
57007,57007,Mobile Money,2023-09-09,210.3
57008,57008,Bank Transfer,2023-10-16,781.26
57009,57009,Credit Card,2023-12-05,495.92
57010,57010,Bank Transfer,2023-02-23,431.18
57011,57011,Credit Card,2023-01-15,799.17
57012,57012,Mobile Money,2023-10-27,1876.44
57013,57013,Bank Transfer,2022-08-02,235.78
57014,57014,Credit Card,2022-09-26,326.27
57015,57015,Bank Transfer,2022-09-11,629.94
57016,57016,Credit Card,2023-07-01,507.28
57017,57017,PayPal,2024-05-19,907.91
57018,57018,Mobile Money,2023-11-04,516.48
57019,57019,Debit Card,2023-03-09,1421.27
57020,57020,Bank Transfer,2023-07-20,43.98
57021,57021,PayPal,2023-02-06,223.47
57022,57022,Bank Transfer,2023-03-02,1315.4
57023,57023,Bank Transfer,2023-08-31,781.87
57024,57024,Mobile Money,2024-01-31,254.83
57025,57025,Debit Card,2023-08-02,265.75
57026,57026,Credit Card,2024-03-08,833.83
57027,57027,PayPal,2024-09-02,233.47
57028,57028,Credit Card,2023-05-19,117.39
57029,57029,PayPal,2023-01-25,370.12
57030,57030,PayPal,2024-07-15,122.09
57031,57031,Bank Transfer,2024-04-05,200.08
57032,57032,Mobile Money,2023-02-11,1164.4
57033,57033,PayPal,2023-08-31,199.88
57034,57034,Debit Card,2024-06-02,2625.13
